prompt,status,response,sentiment
Was my baggage mishandled after flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
How can I track my checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can you confirm the terminal where baggage from flight <MASKED_FLIGHT_NUM> will be delivered?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Are there specific rules for carrying batteries in cabin baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Where is my baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the fee for extra baggage on international routes?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Is there a charge for cabin baggage exceeding weight limits?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
How do I track my delayed baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can I carry sports equipment as checked-in baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
How long will it take for my delayed baggage to arrive?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the fee for extra baggage on international routes?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What are the items I cannot carry in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Has my baggage been sent to the wrong destination?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Are there special guidelines for carrying electronic items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What is the process for reporting damaged baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Where can I collect my baggage after flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
I think my baggage is lost. What do I do now?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you tell me if my baggage is still at the airport?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the fee for extra baggage on international routes?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
How much baggage can I check in on domestic flights?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Can I purchase additional baggage allowance online?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the process for reporting damaged baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I check in a stroller or car seat for free?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I think my baggage is lost. What do I do now?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What are the next steps for lost baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the status of the fragile item in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is my baggage delayed due to flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the fee for extra baggage on international routes?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry my pet as part of my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can you confirm the terminal where baggage from flight <MASKED_FLIGHT_NUM> will be delivered?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the fee for extra baggage on international routes?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you tell me if my baggage is still at the airport?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the process for claiming delayed baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you tell me about your airline's baggage policy?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
How long will it take for my delayed baggage to arrive?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Did my baggage get transferred properly for my connecting flight?,ON_TIME,Your baggage is on time and will be available shortly.,negative
How can I track my checked-in baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can I carry food items in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the process for claiming delayed baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Is baggage delivery from flight <MASKED_FLIGHT_NUM> affected by weather conditions?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the maximum weight allowed for checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Was my baggage rechecked for my connecting flight?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Is there any fee for overweight baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can you tell me about your airline's baggage policy?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Is there any fee for overweight baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the maximum number of bags allowed for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I update the delivery address for delayed baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the maximum weight allowed for checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can you tell me if my baggage is still at the airport?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Where can I collect my baggage after flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Was my baggage rechecked for my connecting flight?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Is there any compensation for lost baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Can I update the delivery address for delayed baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry sharp objects like scissors or knives in my checked luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the procedure for carrying medicines in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
